Year,Province/Territory,Latitude,Longitude,Category,CO2,CH4,N2O
2009,Prince Edward Island,46.51,-63.42,Industrial and Residential,Extremely Low,Low,Low
2009,Newfoundland and Labrador,53.14,-57.66,Industrial and Residential,Extremely Low,Low,Low
2009,Saskatchewan,52.94,-106.45,Agricultural & Forest,Extremely Low,Low,Low
2009,Alberta,-116.58,-116.58,Agricultural & Forest,Extremely Low,Low,Low
2009,Manitoba,53.76,-98.81,Industrial and Residential,Extremely Low,Low,Low
2009,Quebec,52.94,-73.55,Agricultural & Forest,Extremely Low,Low,Low
2009,New Brunswick,46.57,-66.46,Industrial and Residential,Extremely Low,Low,Low
2009,British Columbia,54.11,-126.56,Agricultural & Forest,Extremely Low,Low,Low
2009,Nova Scotia,44.68,-63.74,Industrial and Residential,Extremely Low,Low,Low
2009,New Brunswick,46.57,-66.46,Industrial and Residential,Extremely Low,Low,Low
2009,Nova Scotia,44.68,-63.74,Industrial and Residential,Extremely Low,Low,Low
2009,Alberta,-116.58,-116.58,Industrial and Residential,Extremely Low,Low,Low
2009,Prince Edward Island,46.51,-63.42,Industrial and Residential,Extremely Low,Low,Low
2009,Prince Edward Island,46.51,-63.42,Industrial and Residential,Extremely Low,Low,Low
2009,British Columbia,54.11,-126.56,Industrial and Residential,Extremely Low,Low,Low
2009,Nova Scotia,44.68,-63.74,Industrial and Residential,Extremely Low,Low,Low
2009,Ontario,51.25,-85.32,Agricultural & Forest,Extremely Low,Low,Low
2009,Prince Edward Island,46.51,-63.42,Energy,Extremely Low,Low,Low
2009,Quebec,52.94,-73.55,Industrial and Residential,Extremely Low,Low,Low
2009,British Columbia,54.11,-126.56,Industrial and Residential,Extremely Low,Low,Low
2009,New Brunswick,46.57,-66.46,Energy,Extremely Low,Low,Low
2009,Ontario,51.25,-85.32,Industrial and Residential,Extremely Low,Low,Low
2009,Nova Scotia,44.68,-63.74,Energy,Extremely Low,Low,Low
2009,Saskatchewan,52.94,-106.45,Industrial and Residential,Extremely Low,Low,Low
2009,Alberta,-116.58,-116.58,Industrial and Residential,Extremely Low,Low,Low
2009,Manitoba,53.76,-98.81,Industrial and Residential,Extremely Low,Low,Low
2009,Nova Scotia,44.68,-63.74,Industrial and Residential,Extremely Low,Low,Low
2009,Newfoundland and Labrador,53.14,-57.66,Industrial and Residential,Extremely Low,Low,Low
2009,Nova Scotia,44.68,-63.74,Industrial and Residential,Extremely Low,Low,Low
2009,New Brunswick,46.57,-66.46,Industrial and Residential,Extremely Low,Low,Low
2009,New Brunswick,46.57,-66.46,Industrial and Residential,Extremely Low,Low,Low
2009,Alberta,-116.58,-116.58,Industrial and Residential,Extremely Low,Low,Low
2009,Saskatchewan,52.94,-106.45,Industrial and Residential,Extremely Low,Low,Low
2009,Saskatchewan,52.94,-106.45,Industrial and Residential,Extremely Low,Low,Low
2009,Manitoba,53.76,-98.81,Industrial and Residential,Extremely Low,Low,Low
2009,Manitoba,53.76,-98.81,Industrial and Residential,Extremely Low,Low,Low
2009,British Columbia,54.11,-126.56,Industrial and Residential,Extremely Low,Low,Low
2009,Ontario,51.25,-85.32,Industrial and Residential,Extremely Low,Low,Low
2009,Quebec,52.94,-73.55,Industrial and Residential,Extremely Low,Low,Low
2009,Newfoundland and Labrador,53.14,-57.66,"Oil, gas and transportation",Low,Low,Low
